uid,GeneRawName,SuperClass,Class,Family,SubFamily,EnsemblID
3.1.3.7.9,DUX4L4,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,DUX,
3.1.3.8.1,ESX1,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,ESX,ENSMUSG00000023443
3.1.3.9.1,GSC,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,GSC,ENSMUSG00000021095
3.1.3.9.2,GSC2,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,GSC,ENSMUSG00000022738
3.1.3.10.1,HESX1,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,HESX,ENSMUSG00000040726
3.1.3.11.1,HOPX,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,HOPX,ENSMUSG00000059325
3.1.3.12.1,ISX,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,ISX,ENSMUSG00000031621
3.1.3.13.1,LEUTX,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,LEUTX,ENSMUSG00000030507
3.1.3.14.1,MIXL1,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,MIX,ENSMUSG00000026497
3.1.3.15.1,NOBOX,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,NOBOX,ENSMUSG00000029736
3.1.3.16.1,OTP,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,OTP,ENSMUSG00000021685
3.1.3.17.1,OTX1,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,OTX,ENSMUSG00000005917
3.1.3.17.2,OTX2,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,OTX,ENSMUSG00000021848
3.1.3.17.3,CRX,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,OTX,ENSMUSG00000041578
3.1.3.18.1,PHOX2A,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,PHOX,ENSMUSG00000007946
3.1.3.18.2,PHOX2B,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,PHOX,ENSMUSG00000012520
3.1.3.19.1,PITX1,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,PITX,ENSMUSG00000021506
3.1.3.19.2,PITX2,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,PITX,ENSMUSG00000028023
3.1.3.19.3,PITX3,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,PITX,ENSMUSG00000025229
3.1.3.20.1,PROP1,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,PROP,ENSMUSG00000044542
3.1.3.21.1,"PRRX1 (PRRX1a, PRRX1b)",Helix-turn-helix domains,Homeo domain factors,Paired-related HD,PRRX,ENSMUSG00000026586
3.1.3.21.2,PRRX2,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,PRRX,ENSMUSG00000039476
3.1.3.22.1,RAX,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,RAX,"ENSMUSG00000002731,ENSMUSG00000024518"
3.1.3.22.2,RAX2,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,RAX,
3.1.3.23.1,RHOXF1,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,RHOX,
3.1.3.23.2,RHOXF2,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,RHOX,
3.1.3.24.1,SEBOX,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,SEBOX,ENSMUSG00000001103
3.1.3.25.1,SHOX,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,SHOX,
3.1.3.25.2,SHOX2,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,SHOX,ENSMUSG00000027833
3.1.3.26.1,TPRX1,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,TPRX,
3.1.3.26.2,TPRXL,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,TPRX,ENSMUSG00000014603
3.1.3.27.1,UNCX,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,UNCX,ENSMUSG00000029546
3.1.3.28.1,VSX1,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,VSX,ENSMUSG00000033080
3.1.3.28.2,VSX2,Helix-turn-helix domains,Homeo domain factors,Paired-related HD,VSX,ENSMUSG00000021239
3.1.4.1.1,IRX1,Helix-turn-helix domains,Homeo domain factors,TALE-type HD,IRX,ENSMUSG00000060969
3.1.4.1.2,IRX2,Helix-turn-helix domains,Homeo domain factors,TALE-type HD,IRX,ENSMUSG00000001504
3.1.4.1.3,IRX3,Helix-turn-helix domains,Homeo domain factors,TALE-type HD,IRX,ENSMUSG00000031734
3.1.4.1.4,IRX4,Helix-turn-helix domains,Homeo domain factors,TALE-type HD,IRX,ENSMUSG00000021604
3.1.4.1.5,IRX5,Helix-turn-helix domains,Homeo domain factors,TALE-type HD,IRX,ENSMUSG00000031737
3.1.4.1.6,IRX6,Helix-turn-helix domains,Homeo domain factors,TALE-type HD,IRX,"ENSMUSG00000001504,ENSMUSG00000031738"
3.1.4.2.1,MEIS1,Helix-turn-helix domains,Homeo domain factors,TALE-type HD,MEIS,ENSMUSG00000020160
3.1.4.2.2,MEIS2,Helix-turn-helix domains,Homeo domain factors,TALE-type HD,MEIS,ENSMUSG00000027210
3.1.4.2.3,MEIS3,Helix-turn-helix domains,Homeo domain factors,TALE-type HD,MEIS,ENSMUSG00000041420
3.1.4.3.1,MKX,Helix-turn-helix domains,Homeo domain factors,TALE-type HD,MKX,ENSMUSG00000061013
3.1.4.4.1,PKNOX1,Helix-turn-helix domains,Homeo domain factors,TALE-type HD,PBX,ENSMUSG00000006705
3.1.4.4.2,PKNOX2,Helix-turn-helix domains,Homeo domain factors,TALE-type HD,PBX,ENSMUSG00000035934
3.1.4.5.1,TGIF1,Helix-turn-helix domains,Homeo domain factors,TALE-type HD,PKNOX,ENSMUSG00000047407
3.1.4.5.2,TGIF2,Helix-turn-helix domains,Homeo domain factors,TALE-type HD,PKNOX,ENSMUSG00000062175
3.1.4.5.3,TGIF2LX,Helix-turn-helix domains,Homeo domain factors,TALE-type HD,PKNOX,"ENSMUSG00000100133,ENSMUSG00000100194"
3.1.4.5.4,TGIF2LY,Helix-turn-helix domains,Homeo domain factors,TALE-type HD,PKNOX,
3.1.5.1.1,ISL1,Helix-turn-helix domains,Homeo domain factors,HD-LIM,ISL,ENSMUSG00000042258
3.1.5.1.2,ISL2,Helix-turn-helix domains,Homeo domain factors,HD-LIM,ISL,ENSMUSG00000032318
3.1.5.2.1,LHX1,Helix-turn-helix domains,Homeo domain factors,HD-LIM,LHX1-like,ENSMUSG00000018698
3.1.5.2.2,LHX5,Helix-turn-helix domains,Homeo domain factors,HD-LIM,LHX1-like,ENSMUSG00000029595
3.1.5.3.1,LHX2,Helix-turn-helix domains,Homeo domain factors,HD-LIM,LHX2-like,ENSMUSG00000000247
3.1.5.3.2,LHX9,Helix-turn-helix domains,Homeo domain factors,HD-LIM,LHX2-like,ENSMUSG00000019230
3.1.5.4.1,LHX3,Helix-turn-helix domains,Homeo domain factors,HD-LIM,LHX3-like,ENSMUSG00000026934
3.1.5.4.2,LHX4,Helix-turn-helix domains,Homeo domain factors,HD-LIM,LHX3-like,ENSMUSG00000026468
3.1.5.5.1,LHX6,Helix-turn-helix domains,Homeo domain factors,HD-LIM,LHX6-like,ENSMUSG00000026890
3.1.5.5.2,LHX8,Helix-turn-helix domains,Homeo domain factors,HD-LIM,LHX6-like,ENSMUSG00000096225
3.1.5.6.1,LMX1A (LMX1alpha),Helix-turn-helix domains,Homeo domain factors,HD-LIM,LMX,ENSMUSG00000026686
3.1.5.6.2,LMX1B (LMX1beta),Helix-turn-helix domains,Homeo domain factors,HD-LIM,LMX,ENSMUSG00000038765
3.1.6.1.1,SIX1,Helix-turn-helix domains,Homeo domain factors,HD-SINE,SIX1-like,ENSMUSG00000051367
3.1.6.1.2,SIX2,Helix-turn-helix domains,Homeo domain factors,HD-SINE,SIX1-like,ENSMUSG00000024134
3.1.6.2.1,SIX3,Helix-turn-helix domains,Homeo domain factors,HD-SINE,SIX3-like,ENSMUSG00000038805
3.1.6.2.2,SIX6,Helix-turn-helix domains,Homeo domain factors,HD-SINE,SIX3-like,ENSMUSG00000021099
3.1.6.3.1,SIX4,Helix-turn-helix domains,Homeo domain factors,HD-SINE,SIX4-like,ENSMUSG00000034460
3.1.6.3.2,SIX5,Helix-turn-helix domains,Homeo domain factors,HD-SINE,SIX4-like,"ENSMUSG00000034460,ENSMUSG00000040841"
3.1.7.0.1,PROX1,Helix-turn-helix domains,Homeo domain factors,HD-PROS,,"ENSMUSG00000020289,ENSMUSG00000010175"
3.1.7.0.2,PROX2,Helix-turn-helix domains,Homeo domain factors,HD-PROS,,ENSMUSG00000042320
3.1.8.1.1,ADNP1,Helix-turn-helix domains,Homeo domain factors,HD-ZF,ADNP,ENSMUSG00000051149
3.1.8.1.2,ADNP2,Helix-turn-helix domains,Homeo domain factors,HD-ZF,ADNP,ENSMUSG00000053950
3.1.8.2.1,TSHZ1,Helix-turn-helix domains,Homeo domain factors,HD-ZF,TSHZ,ENSMUSG00000046982
3.1.8.2.2,TSHZ2,Helix-turn-helix domains,Homeo domain factors,HD-ZF,TSHZ,ENSMUSG00000047907
3.1.8.2.3,TSHZ3,Helix-turn-helix domains,Homeo domain factors,HD-ZF,TSHZ,ENSMUSG00000021217
3.1.8.3.1,ZEB1,Helix-turn-helix domains,Homeo domain factors,HD-ZF,ZEB,ENSMUSG00000024238
3.1.8.3.2,ZEB2,Helix-turn-helix domains,Homeo domain factors,HD-ZF,ZEB,ENSMUSG00000026872
3.1.8.4.1,ZFHX2,Helix-turn-helix domains,Homeo domain factors,HD-ZF,ZFHX,ENSMUSG00000040721
3.1.8.4.2,ZFHX3,Helix-turn-helix domains,Homeo domain factors,HD-ZF,ZFHX,ENSMUSG00000038872
3.1.8.4.3,ZFHX4,Helix-turn-helix domains,Homeo domain factors,HD-ZF,ZFHX,ENSMUSG00000025255
3.1.8.5.1,ZHX1,Helix-turn-helix domains,Homeo domain factors,HD-ZF,ZHX,ENSMUSG00000022361
3.1.8.5.2,ZHX2,Helix-turn-helix domains,Homeo domain factors,HD-ZF,ZHX,ENSMUSG00000071757
3.1.8.5.3,ZHX3,Helix-turn-helix domains,Homeo domain factors,HD-ZF,ZHX,ENSMUSG00000035877
3.1.8.5.4,HOMEZ,Helix-turn-helix domains,Homeo domain factors,HD-ZF,ZHX,ENSMUSG00000057156
3.1.8.5.5,NANOGNB,Helix-turn-helix domains,Homeo domain factors,HD-ZF,ZHX,
3.1.9.1.1,ONECUT1,Helix-turn-helix domains,Homeo domain factors,HD-CUT,ONECUT,ENSMUSG00000043013
3.1.9.1.2,ONECUT2,Helix-turn-helix domains,Homeo domain factors,HD-CUT,ONECUT,ENSMUSG00000045991
3.1.9.1.3,ONECUT3,Helix-turn-helix domains,Homeo domain factors,HD-CUT,ONECUT,ENSMUSG00000045518
3.1.9.2.1,CUX1,Helix-turn-helix domains,Homeo domain factors,HD-CUT,CUX,ENSMUSG00000029705
3.1.9.2.2,CUX2,Helix-turn-helix domains,Homeo domain factors,HD-CUT,CUX,ENSMUSG00000042589
3.1.9.3.1,SATB1,Helix-turn-helix domains,Homeo domain factors,HD-CUT,SATB,ENSMUSG00000023927
3.1.9.3.2,SATB2,Helix-turn-helix domains,Homeo domain factors,HD-CUT,SATB,ENSMUSG00000038331
3.1.10.1.1,POU1F1 (Pit-1),Helix-turn-helix domains,Homeo domain factors,POU,POU1,ENSMUSG00000004842
3.1.10.2.1,POU2F1 (Oct-1),Helix-turn-helix domains,Homeo domain factors,POU,POU2,ENSMUSG00000026565
3.1.10.2.2,POU2F2 (Oct-2),Helix-turn-helix domains,Homeo domain factors,POU,POU2,ENSMUSG00000008496
3.1.10.2.3,POU2F3 (Oct-11),Helix-turn-helix domains,Homeo domain factors,POU,POU2,ENSMUSG00000032015
3.1.10.3.1,POU3F1 (Oct-6),Helix-turn-helix domains,Homeo domain factors,POU,POU3,ENSMUSG00000090125
3.1.10.3.2,"POU3F2 (Oct-7, Brn-2)",Helix-turn-helix domains,Homeo domain factors,POU,POU3,ENSMUSG00000095139
3.1.10.3.3,"POU3F3 (Oct-8, Brn-1)",Helix-turn-helix domains,Homeo domain factors,POU,POU3,ENSMUSG00000045515
3.1.10.3.4,"POU3F4 (Oct-9, Brn-4)",Helix-turn-helix domains,Homeo domain factors,POU,POU3,ENSMUSG00000056854
3.1.10.4.1,"POU4F1 (Brn-3A, OCT-T1)",Helix-turn-helix domains,Homeo domain factors,POU,POU4,ENSMUSG00000048349
3.1.10.4.2,POU4F2 (Brn-3B),Helix-turn-helix domains,Homeo domain factors,POU,POU4,ENSMUSG00000031688
3.1.10.4.3,POU4F3 (Brn-3C),Helix-turn-helix domains,Homeo domain factors,POU,POU4,ENSMUSG00000024497
3.1.10.5.2,POU5F1 (Oct-3),Helix-turn-helix domains,Homeo domain factors,POU,POU5,ENSMUSG00000024406
3.1.10.5.4,POU5F2,Helix-turn-helix domains,Homeo domain factors,POU,POU5,ENSMUSG00000093668
3.1.10.6.1,POU6F1 (Brn-5),Helix-turn-helix domains,Homeo domain factors,POU,POU6,ENSMUSG00000009739
3.1.10.6.2,POU6F2 (Rpf-1),Helix-turn-helix domains,Homeo domain factors,POU,POU6,ENSMUSG00000009734
3.1.10.7.1,HNF1A,Helix-turn-helix domains,Homeo domain factors,POU,HNF1-like,ENSMUSG00000029556
3.1.10.7.2,HNF1B,Helix-turn-helix domains,Homeo domain factors,POU,HNF1-like,ENSMUSG00000020679
3.1.10.7.3,HMBOX1,Helix-turn-helix domains,Homeo domain factors,POU,HNF1-like,ENSMUSG00000021972
3.1.10.8.1,HDX,Helix-turn-helix domains,Homeo domain factors,POU,HDX,ENSMUSG00000034551
3.1.11.0.1,PHTF1,Helix-turn-helix domains,Homeo domain factors,PHTF,,ENSMUSG00000058388
3.1.11.0.2,PHTF2,Helix-turn-helix domains,Homeo domain factors,PHTF,,ENSMUSG00000039987
3.2.1.1.1,PAX3,Helix-turn-helix domains,Paired box factors,PD+HD,PAX3-like,ENSMUSG00000004872
3.2.1.1.2,PAX7,Helix-turn-helix domains,Paired box factors,PD+HD,PAX3-like,ENSMUSG00000028736
3.2.1.2.1,PAX4,Helix-turn-helix domains,Paired box factors,PD+HD,PAX4-like,ENSMUSG00000029706
3.2.1.2.2,PAX6,Helix-turn-helix domains,Paired box factors,PD+HD,PAX4-like,ENSMUSG00000027168
3.2.2.1.1,PAX1,Helix-turn-helix domains,Paired box factors,PD,PAX1-like,ENSMUSG00000037034
3.2.2.1.2,PAX9,Helix-turn-helix domains,Paired box factors,PD,PAX1-like,ENSMUSG00000001497
3.2.2.2.1,PAX2,Helix-turn-helix domains,Paired box factors,PD,PAX2-like,ENSMUSG00000004231
3.2.2.2.2,PAX5,Helix-turn-helix domains,Paired box factors,PD,PAX2-like,ENSMUSG00000014030
3.2.2.2.3,PAX8,Helix-turn-helix domains,Paired box factors,PD,PAX2-like,ENSMUSG00000026976
3.3.1.1.1,FOXA1,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXA,ENSMUSG00000035451
3.3.1.1.2,FOXA2,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXA,ENSMUSG00000037025
3.3.1.1.3,FOXA3,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXA,ENSMUSG00000040891
3.3.1.2.1,FOXB1,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXB,ENSMUSG00000059246
3.3.1.2.2,FOXB2,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXB,ENSMUSG00000056829
3.3.1.3.1,FOXC1,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXC,ENSMUSG00000050295
3.3.1.3.2,FOXC2,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXC,ENSMUSG00000046714
3.3.1.4.1,FOXD1,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXD,ENSMUSG00000078302
3.3.1.4.2,FOXD2,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXD,ENSMUSG00000055210
3.3.1.4.3,FOXD3,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXD,ENSMUSG00000067261
3.3.1.4.4,"FOXD4 (FOXD4a, FOXD4b)",Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXD,ENSMUSG00000051490
3.3.1.4.5,FOXD4L1,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXD,
3.3.1.4.7,FOXD4L3,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXD,
3.3.1.4.8,FOXD4L4,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXD,
3.3.1.4.9,FOXD4L5,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXD,
3.3.1.4.10,FOXD4L6,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXD,
3.3.1.5.1,FOXE1,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXE,ENSMUSG00000070990
3.3.1.5.2,FOXE3,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXE,ENSMUSG00000044518
3.3.1.6.1,FOXF1,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXF,"ENSMUSG00000042812,ENSMUSG00000048377"
3.3.1.6.2,FOXF2,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXF,ENSMUSG00000038402
3.3.1.7.1,FOXG1,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXG,ENSMUSG00000020950
3.3.1.8.1,FOXH1,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXH,ENSMUSG00000033837
3.3.1.9.1,FOXI1,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXI,ENSMUSG00000047861
3.3.1.9.2,FOXI2,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXI,ENSMUSG00000048377
3.3.1.9.3,FOXI3,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXI,ENSMUSG00000055874
3.3.1.10.1,FOXJ1,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXJ,ENSMUSG00000034227
3.3.1.10.2,FOXJ2,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXJ,ENSMUSG00000003154
3.3.1.10.3,FOXJ3,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXJ,"ENSMUSG00000003154,ENSMUSG00000032998"
3.3.1.11.1,FOXK1,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXK,ENSMUSG00000056493
3.3.1.11.2,FOXK2,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXK,ENSMUSG00000039275
3.3.1.12.1,FOXL1,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXL,ENSMUSG00000097084
3.3.1.12.2,FOXL2,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXL,ENSMUSG00000050397
3.3.1.13.1,FOXM1,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXM,ENSMUSG00000001517
3.3.1.14.1,FOXN1,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXN,ENSMUSG00000002057
3.3.1.14.2,FOXN2,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXN,ENSMUSG00000034998
3.3.1.14.3,FOXN3,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXN,ENSMUSG00000033713
3.3.1.14.4,FOXN4,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXN,ENSMUSG00000042002
3.3.1.15.1,FOXO1,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXO,ENSMUSG00000044167
3.3.1.15.2,FOXO3,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXO,ENSMUSG00000048756
3.3.1.15.3,FOXO4,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXO,ENSMUSG00000042903
3.3.1.15.5,FOXO6,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXO,ENSMUSG00000052135
3.3.1.16.1,FOXP1,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXP,ENSMUSG00000030067
3.3.1.16.2,FOXP2,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXP,ENSMUSG00000029563
3.3.1.16.3,FOXP3,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXP,ENSMUSG00000039521
3.3.1.16.4,FOXP4,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXP,ENSMUSG00000023991
3.3.1.17.1,FOXQ1,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXQ,ENSMUSG00000038415
3.3.1.18.1,FOXR1,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXR,ENSMUSG00000074397
3.3.1.18.2,FOXR2,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXR,ENSMUSG00000071665
3.3.1.19.1,FOXS1,Helix-turn-helix domains,Fork head / winged helix factors,FOX,FOXS,ENSMUSG00000074676
3.3.2.1.1,E2F1,Helix-turn-helix domains,Fork head / winged helix factors,E2F,E2F,ENSMUSG00000027490
3.3.2.1.2,E2F2,Helix-turn-helix domains,Fork head / winged helix factors,E2F,E2F,"ENSMUSG00000018983,ENSMUSG00000032591"
3.3.2.1.3,E2F3,Helix-turn-helix domains,Fork head / winged helix factors,E2F,E2F,ENSMUSG00000016477
3.3.2.1.4,E2F4,Helix-turn-helix domains,Fork head / winged helix factors,E2F,E2F,ENSMUSG00000014859
3.3.2.1.5,E2F5,Helix-turn-helix domains,Fork head / winged helix factors,E2F,E2F,ENSMUSG00000027552
3.3.2.1.6,E2F6,Helix-turn-helix domains,Fork head / winged helix factors,E2F,E2F,ENSMUSG00000057469
3.3.2.1.7,E2F7,Helix-turn-helix domains,Fork head / winged helix factors,E2F,E2F,ENSMUSG00000020185
3.3.2.1.8,E2F8,Helix-turn-helix domains,Fork head / winged helix factors,E2F,E2F,ENSMUSG00000046179
3.3.2.2.1,DP1,Helix-turn-helix domains,Fork head / winged helix factors,E2F,DP1,ENSMUSG00000038482
3.3.2.2.2,DP2 (DP3),Helix-turn-helix domains,Fork head / winged helix factors,E2F,DP1,ENSMUSG00000032411
3.3.3.0.1,RFX1,Helix-turn-helix domains,Fork head / winged helix factors,RFX,,ENSMUSG00000031706
3.3.3.0.2,RFX2,Helix-turn-helix domains,Fork head / winged helix factors,RFX,,ENSMUSG00000024206
3.3.3.0.3,RFX3,Helix-turn-helix domains,Fork head / winged helix factors,RFX,,ENSMUSG00000040929
3.3.3.0.4,RFX4,Helix-turn-helix domains,Fork head / winged helix factors,RFX,,ENSMUSG00000020037
3.3.3.0.5,RFX5,Helix-turn-helix domains,Fork head / winged helix factors,RFX,,ENSMUSG00000005774
3.3.3.0.6,RFX6,Helix-turn-helix domains,Fork head / winged helix factors,RFX,,ENSMUSG00000019900
3.3.3.0.7,RFX7,Helix-turn-helix domains,Fork head / winged helix factors,RFX,,ENSMUSG00000037674
3.3.3.0.8,RFX8,Helix-turn-helix domains,Fork head / winged helix factors,RFX,,ENSMUSG00000057173
3.4.1.0.1,HSF1,Helix-turn-helix domains,Heat shock factors,HSF,,ENSMUSG00000022556
3.4.1.0.2,HSF2,Helix-turn-helix domains,Heat shock factors,HSF,,ENSMUSG00000019878
3.4.1.0.3,HSF3,Helix-turn-helix domains,Heat shock factors,HSF,,ENSMUSG00000022556
3.4.1.0.4,HSF4,Helix-turn-helix domains,Heat shock factors,HSF,,ENSMUSG00000033249
3.4.1.0.5,HSF5,Helix-turn-helix domains,Heat shock factors,HSF,,ENSMUSG00000070345
3.4.1.0.6,HSFX1,Helix-turn-helix domains,Heat shock factors,HSF,,
3.4.1.0.8,HSFY1,Helix-turn-helix domains,Heat shock factors,HSF,,ENSMUSG00000045336
3.4.1.0.10,HSFX3,Helix-turn-helix domains,Heat shock factors,HSF,,
3.5.1.1.1,c-Myb (Myb),Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,Myb-like,ENSMUSG00000019982
3.5.1.1.2,A-Myb (MYBL1),Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,Myb-like,ENSMUSG00000025912
3.5.1.1.3,"B-Myb (B-Myb1, B-Myb2)",Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,Myb-like,ENSMUSG00000017861
3.5.1.1.4,CDC5L,Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,Myb-like,ENSMUSG00000023932
3.5.1.1.5,SNAPc4,Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,Myb-like,ENSMUSG00000036281
3.5.1.2.1,NCoR1,Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,NCoR-like,ENSMUSG00000018501
3.5.1.2.2,NCoR2,Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,NCoR-like,ENSMUSG00000029478
3.5.1.2.3,RCoR1,Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,NCoR-like,ENSMUSG00000037896
3.5.1.2.4,RCoR2,Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,NCoR-like,ENSMUSG00000024968
3.5.1.2.5,RCoR3,Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,NCoR-like,ENSMUSG00000037395
3.5.1.3.1,MIER1,Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,MIER-like,ENSMUSG00000028522
3.5.1.3.2,MIER2,Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,MIER-like,ENSMUSG00000042570
3.5.1.3.3,MIER3,Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,MIER-like,ENSMUSG00000032727
3.5.1.3.4,MTA1,Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,MIER-like,ENSMUSG00000021144
3.5.1.3.5,MTA2,Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,MIER-like,ENSMUSG00000071646
3.5.1.3.6,MTA3,Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,MIER-like,ENSMUSG00000055817
3.5.1.3.7,RERE,Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,MIER-like,ENSMUSG00000039852
3.5.1.3.8,DMAP1,Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,MIER-like,ENSMUSG00000009640
3.5.1.3.9,TRERF1,Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,MIER-like,ENSMUSG00000064043
3.5.1.3.10,ZNF541,Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,MIER-like,ENSMUSG00000078796
3.5.1.3.11,CRAMP1L,Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,MIER-like,ENSMUSG00000038002
3.5.1.3.12,ELMSAN1,Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,MIER-like,ENSMUSG00000042507
3.5.1.4.1,DNAJC1,Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,DNAJC-like,ENSMUSG00000026740
3.5.1.4.2,DNAJC2,Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,DNAJC-like,ENSMUSG00000029014
3.5.1.5.1,SMARCA1,Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,SMARCA-like,ENSMUSG00000031099
3.5.1.5.2,SMARCA5,Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,SMARCA-like,ENSMUSG00000031715
3.5.1.6.1,TADA2A,Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,TADA2-like,ENSMUSG00000018651
3.5.1.6.2,TADA2B,Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,TADA2-like,ENSMUSG00000029196
3.5.1.6.3,SMARCC1,Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,TADA2-like,ENSMUSG00000032481
3.5.1.6.4,SMARCC2,Helix-turn-helix domains,Tryptophan cluster factors,Myb-SANT,TADA2-like,ENSMUSG00000025369
